user_id,email,password,first_name,last_name,address,current_balance,is_seller,created_at,updated_at
87,ggonzalez@example.net,pbkdf2:sha256:600000$x8U8I544iHJ6yzZX$250cecefc96e140615ec730c1b331c3a2eb639c08a487f9f34161183caf32285,Rachel,Boyd,"1371 Taylor Stravenue Suite 365, Port Laura, KY 36941",933.27,False,2025-04-17 18:21:23.613399,2025-04-17 18:21:23.613404
88,iguerrero@example.org,pbkdf2:sha256:600000$PyjYZWMefGP0bZcF$6a80601f3390f94eb6bf83a7de160559961d06a8e6b3b9d960427472badb2872,Robert,Cabrera,"057 Howard Shores, Greenborough, TX 69026",819.9,False,2025-04-17 18:21:23.713891,2025-04-17 18:21:23.713893
89,carla38@example.org,pbkdf2:sha256:600000$7HjTbbxBwF9O5c2o$2f01179ebe4ff2173dff60f5da752acd3a35c085f69c770ebdf71c22cd5ad1e7,Brooke,Scott,"80189 Brenda Valleys, North Tabitha, CA 91490",419.79,False,2025-04-17 18:21:23.815411,2025-04-17 18:21:23.815412
90,joshuaperez@example.org,pbkdf2:sha256:600000$mofFrH2Y4dSGA245$d6b33db3a207dc2a53b8418bfcf805aa358916f1f043cf0c2265068f138cf06d,Devin,Campbell,"46430 Holmes Prairie Suite 953, Lake Michael, PW 12458",582.68,False,2025-04-17 18:21:23.916189,2025-04-17 18:21:23.916190
91,edwardsmark@example.com,pbkdf2:sha256:600000$rW1UvbJ2zXHHFNvj$517a78f7918898ca986ae120c81557268678c5c3db09fe76049b2e80532ca04f,Angela,Moore,"94393 Gregory Corners Suite 433, Angelastad, TN 46677",167.62,False,2025-04-17 18:21:24.016853,2025-04-17 18:21:24.016854
92,madeline26@example.net,pbkdf2:sha256:600000$eHcfst0dLXEh7Vk0$c72ffb400e0069e622153ec45128ab6fa37fed0e019911e50cefa5a796f828c0,Victoria,Johnson,"6276 Tammie Club Apt. 378, New Rachelmouth, WA 71582",710.37,False,2025-04-17 18:21:24.119042,2025-04-17 18:21:24.119043
93,kendrasheppard@example.net,pbkdf2:sha256:600000$LAx5JcSPfhY0dRbm$ef8fbe640a6aafeff4e34d1bf6a5455404cb327bb9a9ad86d654a8ddd123f588,Mathew,Ellis,"149 Hill Forges Apt. 549, Whitemouth, PR 60910",4.88,False,2025-04-17 18:21:24.219812,2025-04-17 18:21:24.219813
94,coffeycolleen@example.com,pbkdf2:sha256:600000$KDVCBMgR9Jtpjtn7$c8eb6ece804e994b518d29d3531ce7259d9794f718b99d14a154edcf5131690c,Anna,Fox,"2467 Rodgers Highway, Michaelport, UT 99538",777.74,False,2025-04-17 18:21:24.321843,2025-04-17 18:21:24.321844
95,robert22@example.org,pbkdf2:sha256:600000$XHd1Js7A8XIEr80h$9c0b011a9a1a2c43454d0a2e68f9e431e50d2057ba52add989fc8d08b6637dda,Ryan,Carter,"2382 Williams Underpass Suite 238, Kevinberg, UT 79227",75.34,False,2025-04-17 18:21:24.422447,2025-04-17 18:21:24.422447
96,myerscourtney@example.com,pbkdf2:sha256:600000$VRVrxPGb1szicvXL$1e6c2967d8c112016f90419eb8d8d50a134c66ad6abe67e68913c059442b7b01,Jennifer,Wagner,"93910 Hicks Village Apt. 340, Haleyland, MN 72583",670.44,False,2025-04-17 18:21:24.524358,2025-04-17 18:21:24.524358
97,kcampbell@example.org,pbkdf2:sha256:600000$Z3PsEUx1dVgedEDd$bc0f524726f5652ee80a18f6bb8aae17ec1c3308603db52129452654a561d13d,Patricia,Boyd,"240 Valencia Springs, North Markshire, GA 12612",808.06,False,2025-04-17 18:21:24.624720,2025-04-17 18:21:24.624720
98,ngarza@example.net,pbkdf2:sha256:600000$DwYsGV4ZRBidCaa0$bf71e753dcdcba35e15776813f64e1a74f6089398262b15aacbdbb9eea9aeb62,Alexis,Hawkins,"39124 Brandon Pines, Matthewstad, OK 05246",365.69,False,2025-04-17 18:21:24.726011,2025-04-17 18:21:24.726011
99,hernandezsean@example.org,pbkdf2:sha256:600000$1Nh6DfepENwIVulJ$0c7b1bbb38948e912614738f57bfb3c9cc10695dc83cd9110a511120c7a45065,Sharon,Parker,"535 Randall Overpass, New Laura, PW 22247",753.05,False,2025-04-17 18:21:24.827368,2025-04-17 18:21:24.827372
