order_id,buyer_id,total_amount,order_date,num_products,order_status,additional_data
265,109,0.0,2025-02-25 16:34:02.373419,9,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 2, 25, 16, 34, 2, 373419)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 2, 27, 16, 34, 2, 373419)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 3, 4, 16, 34, 2, 373419)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 3, 8, 16, 34, 2, 373419)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': 'O2I32MM8WXUM', 'amount': 0.0}, 'shipping_address': '735, rue de Pascal\n78692 Saint Laure-les-Bains', 'delivery_notes': None, 'gift': False, 'expedited_shipping': True, 'shipping_cost': 0.89, 'tax': 17.73, 'promo_code': None, 'promo_discount': 0}"
266,109,0.0,2025-02-06 16:34:02.373442,10,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 2, 6, 16, 34, 2, 373442)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 2, 6, 16, 34, 2, 373442)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 2, 9, 16, 34, 2, 373442)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 2, 10, 16, 34, 2, 373442)}], 'payment_info': {'method': 'Store Credit', 'transaction_id': 'R2KAB4RT3KWU', 'amount': 0.0}, 'shipping_address': 'Flat 12\nWhite station\nWest Olivia\nM05 6BY', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 1.75, 'tax': 37.34, 'promo_code': None, 'promo_discount': 18.74}"
267,111,0.0,2024-10-24 16:34:02.373486,1,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2024, 10, 24, 16, 34, 2, 373486)}, {'status': 'Processing', 'timestamp': datetime.datetime(2024, 10, 24, 16, 34, 2, 373486)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2024, 10, 26, 16, 34, 2, 373486)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2024, 11, 2, 16, 34, 2, 373486)}], 'payment_info': {'method': 'Debit Card', 'transaction_id': 'KIXCE20SDYKE', 'amount': 0.0}, 'shipping_address': '兵庫県横浜市緑区西神田32丁目16番13号 シャルム高田馬場419', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 5.81, 'tax': 26.33, 'promo_code': 'GW6TRLE7', 'promo_discount': 0}"
268,111,0.0,2024-10-25 16:34:02.373507,1,Unfulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2024, 10, 25, 16, 34, 2, 373507)}, {'status': 'Processing', 'timestamp': datetime.datetime(2024, 10, 25, 16, 34, 2, 373507)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2024, 10, 27, 16, 34, 2, 373507)}], 'payment_info': {'method': 'PayPal', 'transaction_id': 'LGXLZZCKC3OT', 'amount': 0.0}, 'shipping_address': '2761 Clements Crossroad Apt. 700\nPort Coreyport, MO 10952', 'delivery_notes': None, 'gift': True, 'expedited_shipping': True, 'shipping_cost': 10.64, 'tax': 38.37, 'promo_code': None, 'promo_discount': 0}"
269,111,0.0,2024-07-29 16:34:02.373589,3,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2024, 7, 29, 16, 34, 2, 373589)}, {'status': 'Processing', 'timestamp': datetime.datetime(2024, 7, 30, 16, 34, 2, 373589)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2024, 7, 31, 16, 34, 2, 373589)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2024, 8, 2, 16, 34, 2, 373589)}], 'payment_info': {'method': 'Debit Card', 'transaction_id': 'N2T2QA8P5BQJ', 'amount': 0.0}, 'shipping_address': '592 Haley Hills\nSparksview, IA 44024', 'delivery_notes': None, 'gift': False, 'expedited_shipping': True, 'shipping_cost': 11.6, 'tax': 30.4, 'promo_code': None, 'promo_discount': 0}"
270,111,0.0,2025-02-05 16:34:02.373674,1,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 2, 5, 16, 34, 2, 373674)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 2, 7, 16, 34, 2, 373674)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 2, 11, 16, 34, 2, 373674)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 2, 15, 16, 34, 2, 373674)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': '0IMVXAVX14YP', 'amount': 0.0}, 'shipping_address': 'Studio 2\nMegan corners\nNorth Phillipmouth\nL8E 6SD', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 13.35, 'tax': 26.21, 'promo_code': None, 'promo_discount': 0}"
271,112,0.0,2025-01-12 16:34:02.373700,3,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 1, 12, 16, 34, 2, 373700)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 1, 13, 16, 34, 2, 373700)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 1, 17, 16, 34, 2, 373700)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 1, 23, 16, 34, 2, 373700)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': '5QOJIVVUUTSF', 'amount': 0.0}, 'shipping_address': '湖南省海口市海陵合肥路V座 387478', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 14.36, 'tax': 41.39, 'promo_code': None, 'promo_discount': 0}"
272,114,0.0,2025-03-14 16:34:02.373726,5,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 3, 14, 16, 34, 2, 373726)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 3, 14, 16, 34, 2, 373726)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 3, 15, 16, 34, 2, 373726)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 3, 21, 16, 34, 2, 373726)}], 'payment_info': {'method': 'Gift Card', 'transaction_id': '6JXJ08FWGUWU', 'amount': 0.0}, 'shipping_address': 'Flat 3\nBrown orchard\nWilsonmouth\nTR8 5DT', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 2.6, 'tax': 32.58, 'promo_code': None, 'promo_discount': 0}"
273,114,0.0,2025-03-23 16:34:02.373784,4,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 3, 23, 16, 34, 2, 373784)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 3, 24, 16, 34, 2, 373784)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 3, 28, 16, 34, 2, 373784)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 3, 30, 16, 34, 2, 373784)}], 'payment_info': {'method': 'Gift Card', 'transaction_id': '6TEVB4B0TFQ6', 'amount': 0.0}, 'shipping_address': 'Heinz-Willi-Lange-Platz 6/5\n74887 Eisenberg', 'delivery_notes': None, 'gift': False, 'expedited_shipping': True, 'shipping_cost': 10.3, 'tax': 11.58, 'promo_code': None, 'promo_discount': 0}"
274,114,0.0,2025-03-01 16:34:02.373809,10,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 3, 1, 16, 34, 2, 373809)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 3, 3, 16, 34, 2, 373809)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 3, 7, 16, 34, 2, 373809)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 3, 9, 16, 34, 2, 373809)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': 'P1CQFTX0FGNZ', 'amount': 0.0}, 'shipping_address': '青海省冬梅市翔安王街v座 386569', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 2.26, 'tax': 23.23, 'promo_code': None, 'promo_discount': 0}"
275,114,0.0,2025-04-11 16:34:02.373849,5,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 4, 11, 16, 34, 2, 373849)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 4, 11, 16, 34, 2, 373849)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 4, 15, 16, 34, 2, 373849)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 4, 17, 16, 34, 2, 373849)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': 'YR6P4KGVAZ87', 'amount': 0.0}, 'shipping_address': '438, chemin de Seguin\n40186 Collet-sur-Girard', 'delivery_notes': None, 'gift': False, 'expedited_shipping': True, 'shipping_cost': 0.02, 'tax': 44.36, 'promo_code': None, 'promo_discount': 0}"
276,114,0.0,2025-03-15 16:34:02.373874,8,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 3, 15, 16, 34, 2, 373874)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 3, 17, 16, 34, 2, 373874)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 3, 22, 16, 34, 2, 373874)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 3, 24, 16, 34, 2, 373874)}], 'payment_info': {'method': 'Debit Card', 'transaction_id': 'MP4KF33XHS18', 'amount': 0.0}, 'shipping_address': '3 Akhtar corners\nJayneland\nW6H 7FX', 'delivery_notes': 'Y amuser fin.', 'gift': False, 'expedited_shipping': False, 'shipping_cost': 8.17, 'tax': 23.36, 'promo_code': None, 'promo_discount': 0}"
277,114,0.0,2025-02-19 16:34:02.373921,2,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 2, 19, 16, 34, 2, 373921)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 2, 19, 16, 34, 2, 373921)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 2, 24, 16, 34, 2, 373921)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 2, 26, 16, 34, 2, 373921)}], 'payment_info': {'method': 'PayPal', 'transaction_id': 'LHNW9M4KTLGF', 'amount': 0.0}, 'shipping_address': 'Ewald-Gorlitz-Allee 5\n72554 Oberviechtach', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 6.15, 'tax': 43.14, 'promo_code': None, 'promo_discount': 0}"
278,114,0.0,2025-02-06 16:34:02.373946,6,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 2, 6, 16, 34, 2, 373946)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 2, 6, 16, 34, 2, 373946)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 2, 10, 16, 34, 2, 373946)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 2, 16, 16, 34, 2, 373946)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': 'YBNA91MNCAES', 'amount': 0.0}, 'shipping_address': '山口県羽村市横林1丁目8番20号', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 10.13, 'tax': 46.76, 'promo_code': None, 'promo_discount': 7.9}"
279,114,0.0,2025-02-14 16:34:02.373962,7,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 2, 14, 16, 34, 2, 373962)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 2, 14, 16, 34, 2, 373962)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 2, 17, 16, 34, 2, 373962)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 2, 24, 16, 34, 2, 373962)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': 'HDQMR2ZH5T1G', 'amount': 0.0}, 'shipping_address': '云南省红霞县花溪成都街W座 824467', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 10.1, 'tax': 8.69, 'promo_code': 'EN7H7903', 'promo_discount': 0}"
280,114,0.0,2025-03-25 16:34:02.373990,9,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 3, 25, 16, 34, 2, 373990)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 3, 26, 16, 34, 2, 373990)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 3, 29, 16, 34, 2, 373990)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 4, 5, 16, 34, 2, 373990)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': 'U15OH1CMDDQS', 'amount': 0.0}, 'shipping_address': 'Pieperstr. 947\n76127 Augsburg', 'delivery_notes': 'Passé rayon demain froid.', 'gift': False, 'expedited_shipping': False, 'shipping_cost': 3.15, 'tax': 40.81, 'promo_code': None, 'promo_discount': 0}"
281,114,0.0,2025-04-06 16:34:02.374018,9,Unfulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 4, 6, 16, 34, 2, 374018)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 4, 8, 16, 34, 2, 374018)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 4, 13, 16, 34, 2, 374018)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': 'P247VUOWRDUS', 'amount': 0.0}, 'shipping_address': '6 Zoe shoal\nWatsonport\nL01 9HZ', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 6.69, 'tax': 43.67, 'promo_code': None, 'promo_discount': 0}"
282,115,0.0,2025-02-28 16:34:02.374058,5,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 2, 28, 16, 34, 2, 374058)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 2, 28, 16, 34, 2, 374058)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 3, 1, 16, 34, 2, 374058)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 3, 3, 16, 34, 2, 374058)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': 'D19YJQHI2ZCE', 'amount': 0.0}, 'shipping_address': '7 Dunn crossing\nEast Simonmouth\nL2 7JT', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 6.0, 'tax': 29.67, 'promo_code': 'DEIE2LER', 'promo_discount': 0}"
283,115,0.0,2025-03-30 16:34:02.374100,2,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 3, 30, 16, 34, 2, 374100)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 3, 30, 16, 34, 2, 374100)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 4, 1, 16, 34, 2, 374100)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 4, 6, 16, 34, 2, 374100)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': 'VU6X72B6WTE1', 'amount': 0.0}, 'shipping_address': '979, chemin de Boulay\n72617 Hoareaudan', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 3.22, 'tax': 20.14, 'promo_code': None, 'promo_discount': 0}"
284,115,0.0,2025-04-14 16:34:02.374123,5,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 4, 14, 16, 34, 2, 374123)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 4, 16, 16, 34, 2, 374123)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 4, 18, 16, 34, 2, 374123)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 4, 24, 16, 34, 2, 374123)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': 'BNPY7N46YWP2', 'amount': 0.0}, 'shipping_address': '新疆维吾尔自治区上海县怀柔天津街M座 472116', 'delivery_notes': 'Just seek executive seem.', 'gift': False, 'expedited_shipping': False, 'shipping_cost': 6.29, 'tax': 6.44, 'promo_code': 'V1303JRD', 'promo_discount': 0}"
285,115,0.0,2025-02-26 16:34:02.374154,8,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 2, 26, 16, 34, 2, 374154)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 2, 26, 16, 34, 2, 374154)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 2, 27, 16, 34, 2, 374154)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 3, 4, 16, 34, 2, 374154)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': 'S6QJQ7I27VW3', 'amount': 0.0}, 'shipping_address': '356 Sharp Causeway\nMillermouth, LA 56268', 'delivery_notes': None, 'gift': True, 'expedited_shipping': False, 'shipping_cost': 13.62, 'tax': 36.95, 'promo_code': None, 'promo_discount': 0}"
286,115,0.0,2025-02-12 16:34:02.374241,8,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 2, 12, 16, 34, 2, 374241)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 2, 14, 16, 34, 2, 374241)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 2, 18, 16, 34, 2, 374241)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 2, 24, 16, 34, 2, 374241)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': 'QW8487JFCMCA', 'amount': 0.0}, 'shipping_address': '217 Ann drive\nWalshbury\nN3 5BN', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 9.68, 'tax': 3.67, 'promo_code': None, 'promo_discount': 0}"
287,115,0.0,2025-02-27 16:34:02.374283,6,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 2, 27, 16, 34, 2, 374283)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 2, 28, 16, 34, 2, 374283)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 3, 2, 16, 34, 2, 374283)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 3, 4, 16, 34, 2, 374283)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': 'KBC9UXC8WCJQ', 'amount': 0.0}, 'shipping_address': '844, rue Xavier Bertrand\n73951 Gonzalez', 'delivery_notes': None, 'gift': False, 'expedited_shipping': True, 'shipping_cost': 14.97, 'tax': 13.69, 'promo_code': None, 'promo_discount': 0}"
288,115,0.0,2025-02-23 16:34:02.374305,4,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 2, 23, 16, 34, 2, 374305)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 2, 25, 16, 34, 2, 374305)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 3, 2, 16, 34, 2, 374305)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 3, 3, 16, 34, 2, 374305)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': 'CCWVFY3I4NQ9', 'amount': 0.0}, 'shipping_address': 'Nina-Bender-Platz 347\n65931 Dinslaken', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 7.1, 'tax': 23.46, 'promo_code': None, 'promo_discount': 0}"
289,115,0.0,2025-03-19 16:34:02.374328,6,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 3, 19, 16, 34, 2, 374328)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 3, 19, 16, 34, 2, 374328)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 3, 24, 16, 34, 2, 374328)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 3, 31, 16, 34, 2, 374328)}], 'payment_info': {'method': 'PayPal', 'transaction_id': 'W49ID1FKQE3N', 'amount': 0.0}, 'shipping_address': '山口県川崎市多摩区三ノ輪30丁目11番20号', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 13.78, 'tax': 4.48, 'promo_code': None, 'promo_discount': 0}"
290,115,0.0,2025-03-04 16:34:02.374344,3,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 3, 4, 16, 34, 2, 374344)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 3, 5, 16, 34, 2, 374344)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 3, 6, 16, 34, 2, 374344)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 3, 9, 16, 34, 2, 374344)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': 'QQ4X5MMDOMWH', 'amount': 0.0}, 'shipping_address': '31, boulevard Bonneau\n37346 Tanguy-les-Bains', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 9.15, 'tax': 35.22, 'promo_code': None, 'promo_discount': 0}"
291,116,0.0,2023-05-03 00:00:00,3,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2023, 5, 3, 0, 0)}, {'status': 'Processing', 'timestamp': datetime.datetime(2023, 5, 5, 0, 0)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2023, 5, 9, 0, 0)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2023, 5, 14, 0, 0)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': 'C2PTLSW3HWSU', 'amount': 0.0}, 'shipping_address': 'Galina-Kruschwitz-Platz 7\n72866 Aschaffenburg', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 11.14, 'tax': 6.09, 'promo_code': None, 'promo_discount': 0}"
292,116,0.0,2023-12-07 00:00:00,1,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2023, 12, 7, 0, 0)}, {'status': 'Processing', 'timestamp': datetime.datetime(2023, 12, 8, 0, 0)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2023, 12, 10, 0, 0)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2023, 12, 11, 0, 0)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': '6CTG7LXKUIT9', 'amount': 0.0}, 'shipping_address': '82, rue Julien Teixeira\n58226 Saint Laurence-les-Bains', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 10.48, 'tax': 42.58, 'promo_code': None, 'promo_discount': 0}"
293,117,0.0,2025-01-28 16:34:02.374416,3,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 1, 28, 16, 34, 2, 374416)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 1, 29, 16, 34, 2, 374416)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 2, 1, 16, 34, 2, 374416)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 2, 6, 16, 34, 2, 374416)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': '7NE08JX3XVQI', 'amount': 0.0}, 'shipping_address': '長野県横浜市鶴見区台東37丁目16番17号 シャルム九段南612', 'delivery_notes': 'Noch schwimmen treffen Zahl Minutenmir ließ Fenster.', 'gift': False, 'expedited_shipping': False, 'shipping_cost': 0.47, 'tax': 15.2, 'promo_code': None, 'promo_discount': 0}"
294,120,0.0,2023-12-25 00:00:00,3,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2023, 12, 25, 0, 0)}, {'status': 'Processing', 'timestamp': datetime.datetime(2023, 12, 26, 0, 0)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2023, 12, 30, 0, 0)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2024, 1, 3, 0, 0)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': '77MJ2LBMXTMV', 'amount': 0.0}, 'shipping_address': '4, boulevard Lucie Normand\n20927 Sainte Frédérique', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 9.98, 'tax': 35.62, 'promo_code': '6XMYGBGR', 'promo_discount': 0}"
295,120,0.0,2023-12-08 00:00:00,1,Unfulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2023, 12, 8, 0, 0)}, {'status': 'Processing', 'timestamp': datetime.datetime(2023, 12, 8, 0, 0)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2023, 12, 10, 0, 0)}], 'payment_info': {'method': 'PayPal', 'transaction_id': '5O2GK6ZQOUY1', 'amount': 0.0}, 'shipping_address': '熊本県印西市木立42丁目13番2号 アーバン西浅草617', 'delivery_notes': 'Müde das drei Bauer schwer sonst.', 'gift': False, 'expedited_shipping': True, 'shipping_cost': 11.63, 'tax': 1.52, 'promo_code': 'MWVVQ1BD', 'promo_discount': 0}"
296,120,0.0,2023-01-08 00:00:00,1,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2023, 1, 8, 0, 0)}, {'status': 'Processing', 'timestamp': datetime.datetime(2023, 1, 10, 0, 0)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2023, 1, 12, 0, 0)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2023, 1, 15, 0, 0)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': '02H0XU87O36E', 'amount': 0.0}, 'shipping_address': '5, rue Bertrand Dos Santos\n37533 Sainte Sylvie', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 1.42, 'tax': 15.73, 'promo_code': '5H41L9PR', 'promo_discount': 0}"
297,121,0.0,2024-07-21 16:34:02.374516,1,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2024, 7, 21, 16, 34, 2, 374516)}, {'status': 'Processing', 'timestamp': datetime.datetime(2024, 7, 23, 16, 34, 2, 374516)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2024, 7, 27, 16, 34, 2, 374516)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2024, 8, 2, 16, 34, 2, 374516)}], 'payment_info': {'method': 'Store Credit', 'transaction_id': 'U3JE6M1SG4ZA', 'amount': 0.0}, 'shipping_address': '陕西省南昌市萧山李街q座 544377', 'delivery_notes': '連続ブラケットリンクホイール。', 'gift': False, 'expedited_shipping': False, 'shipping_cost': 8.72, 'tax': 20.86, 'promo_code': None, 'promo_discount': 0}"
298,124,0.0,2025-01-13 16:34:02.374560,3,Fulfilled,"{'status_history': [{'status': 'Order Placed', 'timestamp': datetime.datetime(2025, 1, 13, 16, 34, 2, 374560)}, {'status': 'Processing', 'timestamp': datetime.datetime(2025, 1, 15, 16, 34, 2, 374560)}, {'status': 'Shipped', 'timestamp': datetime.datetime(2025, 1, 17, 16, 34, 2, 374560)}, {'status': 'Delivered', 'timestamp': datetime.datetime(2025, 1, 20, 16, 34, 2, 374560)}], 'payment_info': {'method': 'Credit Card', 'transaction_id': 'M8IW3D82OGGS', 'amount': 0.0}, 'shipping_address': 'boulevard de Peron\n67866 Sainte Raymond', 'delivery_notes': None, 'gift': False, 'expedited_shipping': False, 'shipping_cost': 0.18, 'tax': 38.34, 'promo_code': None, 'promo_discount': 0}"
