user_id,email,password,first_name,last_name,address,current_balance,is_seller,created_at,updated_at,additional_data
87,delmasthibaut@example.org,pbkdf2:sha256:600000$ufNeYA2pw37vxyac$ab610f55445153d1740628aa8c097692137f1e33743c0aec79041f24eaa29a45,直子,田中,"Agathe-Kraushaar-Gasse 79, 80552 Reutlingen",2418.23,True,2024-07-16 16:33:11.504827,2024-07-18 16:33:11.504827,"{'user_type': 'power_user', 'behavior': {'shopping_frequency': 'regular', 'favorite_categories': [1], 'price_sensitivity': 'low', 'review_likelihood': 'rarely'}, 'phone': '08271091043', 'birth_date': '2007-01-28', 'preferences': {'newsletter': False, 'notifications': True, 'theme': 'light'}}"
88,ohunter@example.net,pbkdf2:sha256:600000$c8nCEChITTaZR7Ev$c8a15a43a378c7940d36b7d598b7d295938c734d24f5902589a1e83828549030,陽子,Löffler,山西省兴安盟市白云长沙路L座 246303,365.41,True,2024-07-02 16:33:11.504827,2024-07-05 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'regular', 'favorite_categories': [18, 17, 10], 'price_sensitivity': 'medium', 'review_likelihood': 'sometimes'}, 'phone': '+49(0)7990 421020', 'birth_date': '1978-01-28', 'preferences': {'newsletter': False, 'notifications': True, 'theme': 'system'}}"
89,jacques52@example.net,pbkdf2:sha256:600000$9fRn6IlrIe68UHDx$eddc3f7c9ced78c3aa3baa663ee154e1c81e9414213ecb9c40006c6d9c1cc88b,Nath,Wise,"8149 Tyler Pass Suite 079, West Eric, WI 13988",4223.39,True,2023-07-25 16:33:11.504827,2023-08-04 16:33:11.504827,"{'user_type': 'power_user', 'behavior': {'shopping_frequency': 'occasional', 'favorite_categories': [6, 13, 14], 'price_sensitivity': 'low', 'review_likelihood': 'sometimes'}, 'phone': '070-3800-0307', 'birth_date': '1970-05-11', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'dark'}}"
90,alanfisher@example.net,pbkdf2:sha256:600000$CtyzxdUGnmZPX9EE$f167fc41743fe88f903f5b23cc9ba12f5e771b5aadb82c16477b84ccf10ace8c,婷婷,Storey,"Chantal-Köhler-Gasse 238, 61744 Brand",4.83,True,2023-07-23 16:33:11.504827,2023-08-17 16:33:11.504827,"{'user_type': 'lapsed_user', 'behavior': {'shopping_frequency': 'occasional', 'favorite_categories': [2, 19], 'price_sensitivity': 'low', 'review_likelihood': 'always'}, 'phone': '05-3494-9375', 'birth_date': '1977-11-13', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'system'}}"
91,derekbailey@example.com,pbkdf2:sha256:600000$ydJ4TbXQlEJ1KSZJ$5c166a04ba84111ffb1c629713902c80cbdaf4d557f5a37a71cda0ce14b7a222,Jesse,Bousquet,贵州省海门县高坪宁德路j座 610386,4857.79,True,2024-04-13 16:33:11.504827,2024-04-16 16:33:11.504827,"{'user_type': 'power_user', 'behavior': {'shopping_frequency': 'occasional', 'favorite_categories': [11, 13], 'price_sensitivity': 'low', 'review_likelihood': 'rarely'}, 'phone': '+49(0)9182 619906', 'birth_date': '1953-03-10', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'system'}}"
92,elliot56@example.net,pbkdf2:sha256:600000$j5SOShAVq8A1xYlc$ceec843473f6af019367ca40922c7ca0e95ca3d5dff272fbe5d671357e3c807d,晶,Sauvage,"rue Valette, 97384 Saint Franck-les-Bains",303.54,True,2024-11-13 16:33:11.504827,2024-12-07 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'occasional', 'favorite_categories': [17, 11], 'price_sensitivity': 'high', 'review_likelihood': 'often'}, 'phone': '05618 537474', 'birth_date': '1950-06-13', 'preferences': {'newsletter': False, 'notifications': True, 'theme': 'system'}}"
93,geraldine90@example.org,pbkdf2:sha256:600000$gej3B3zCSvIWqcWl$2a17dc43fc94345498dca3d6194aa7adf2a230af6471363b06769dac40284be4,William,Dawson,"5, rue Antoine Lebon, 57669 MenardBourg",4646.92,True,2023-10-21 16:33:11.504827,2023-11-17 16:33:11.504827,"{'user_type': 'power_user', 'behavior': {'shopping_frequency': 'occasional', 'favorite_categories': [8, 0, 5], 'price_sensitivity': 'high', 'review_likelihood': 'rarely'}, 'phone': '+49(0)2100 323651', 'birth_date': '1984-03-07', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'light'}}"
94,simonchristophe@example.org,pbkdf2:sha256:600000$8peSL6E3kVWd3Ip1$e8049f790ced2fa605aa6fbac8df0dcfeb8eb3b81a30fb39398dd31daf5cc1f2,玉,Green,"rue Jean Baudry, 55941 MaheVille",477.85,True,2024-05-01 16:33:11.504827,2024-05-10 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'occasional', 'favorite_categories': [2], 'price_sensitivity': 'medium', 'review_likelihood': 'often'}, 'phone': '(06253) 24472', 'birth_date': '1986-01-31', 'preferences': {'newsletter': False, 'notifications': True, 'theme': 'system'}}"
95,harukayamamoto@example.com,pbkdf2:sha256:600000$2ANJ4hQ5D0qthWN9$40ac19942199b8c37d420fdfad170d1ee06ee355e5d7685decfb0a3496443bb6,明美,Miller,"Francesca-Rädel-Platz 657, 59856 Eisenhüttenstadt",867.12,True,2024-06-26 16:33:11.504827,2024-07-11 16:33:11.504827,"{'user_type': 'power_user', 'behavior': {'shopping_frequency': 'occasional', 'favorite_categories': [5], 'price_sensitivity': 'medium', 'review_likelihood': 'always'}, 'phone': '593-604-0785x93213', 'birth_date': '1999-11-04', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'light'}}"
96,jiangxiulan@example.com,pbkdf2:sha256:600000$FKVpjv3eLl4yayMu$a99b4d992790b0aef907804529fc2854b11f746172b7294fad2f07c2c61cf77e,Virginie,Noble,宮崎県江東区轟23丁目19番19号 湯本塩原アーバン842,287.12,True,2023-11-30 16:33:11.504827,2023-12-12 16:33:11.504827,"{'user_type': 'occasional', 'behavior': {'shopping_frequency': 'frequent', 'favorite_categories': [3, 9], 'price_sensitivity': 'medium', 'review_likelihood': 'sometimes'}, 'phone': '+49(0)1039308705', 'birth_date': '1958-01-02', 'preferences': {'newsletter': False, 'notifications': True, 'theme': 'light'}}"
97,edward50@example.org,pbkdf2:sha256:600000$qoHwqIwtNmdsexf8$845d74e30f219ee69eb6abda759b0d6c1e0afafc33e0894e8d91762ce7efb528,Kate,左,"56915 Morris Estate Suite 752, Jeffreyshire, GU 23484",547.65,True,2023-08-29 16:33:11.504827,2023-09-10 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'regular', 'favorite_categories': [8], 'price_sensitivity': 'high', 'review_likelihood': 'often'}, 'phone': '+49(0)4220 96902', 'birth_date': '1965-12-13', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'system'}}"
98,hanakokimura@example.com,pbkdf2:sha256:600000$N2jCgm97RzaurBUH$c8b7d583332db809de2d2349a3401a7bbe56bfd8a1898d92ae8f68a38be8d08f,Mohamed,李,"6, rue Rémy Lacroix, 31809 Sainte PierreBourg",58.43,True,2024-03-04 16:33:11.504827,2024-03-22 16:33:11.504827,"{'user_type': 'occasional', 'behavior': {'shopping_frequency': 'occasional', 'favorite_categories': [12], 'price_sensitivity': 'low', 'review_likelihood': 'always'}, 'phone': '13406762676', 'birth_date': '1981-06-14', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'system'}}"
99,nergerlioba@example.net,pbkdf2:sha256:600000$0eH5rNXYBkuFydJi$ac950403f9d5ce26d0fe00c3f2fa9c259fabbfe128b9b5aee06528ae5da78b4d,芳,Price,"1152 Martin Club Apt. 599, Bushchester, SD 22127",514.09,True,2024-04-23 16:33:11.504827,2024-04-25 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'frequent', 'favorite_categories': [10], 'price_sensitivity': 'high', 'review_likelihood': 'never'}, 'phone': '20-1533-6884', 'birth_date': '1963-06-15', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'dark'}}"
100,etiennegirard@example.com,pbkdf2:sha256:600000$bIHJOCzDbdpJTN9s$115d4ceb7e320bad9b1db8d16ef4647edb9f56bbe310edc75678b2c3121daaa8,さゆり,Fliegner,"49731 Jamie Route Suite 171, Kristenfort, NM 87144",843.71,False,2024-10-13 16:33:11.504827,2024-10-29 16:33:11.504827,"{'user_type': 'power_user', 'behavior': {'shopping_frequency': 'regular', 'favorite_categories': [9, 10], 'price_sensitivity': 'high', 'review_likelihood': 'rarely'}, 'phone': '+33 (0)5 33 25 65 27', 'birth_date': '1962-03-19', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'dark'}}"
101,ohesse@example.com,pbkdf2:sha256:600000$Hshb6fE4YtCzcEYm$b079c057ae1500c713087dea4e8a54428cb7fae3d22be76f04a033a8fff766d5,和也,Mitchell,山西省秀梅市清河冷路E座 916089,128.07,False,2025-02-18 16:33:11.504827,2025-02-20 16:33:11.504827,"{'user_type': 'occasional', 'behavior': {'shopping_frequency': 'occasional', 'favorite_categories': [7], 'price_sensitivity': 'high', 'review_likelihood': 'often'}, 'phone': '080-1722-3320', 'birth_date': '1949-08-17', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'dark'}}"
102,ohu@example.org,pbkdf2:sha256:600000$RQ9spwzZi5hGZs0X$f94b93fb15eb765fe00b621983a601735e43bef93710751d1116f7ece984389c,直人,Petitjean,"548 Stark Bridge Suite 162, New Brianna, WV 13634",235.86,True,2024-07-14 16:33:11.504827,2024-08-03 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'regular', 'favorite_categories': [14, 18, 10], 'price_sensitivity': 'low', 'review_likelihood': 'rarely'}, 'phone': '001-914-285-6467', 'birth_date': '1963-01-14', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'light'}}"
103,ellischmidt@example.net,pbkdf2:sha256:600000$4qRMNMvFzrq12PjK$cccb018517195b537a86c2ebf71c89459b8a8c4c85d01d6a71887c725dedad2c,莹,Foster,"avenue de Royer, 47120 Bailly",169.06,False,2023-07-20 16:33:11.504827,2023-08-08 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'frequent', 'favorite_categories': [14, 1], 'price_sensitivity': 'high', 'review_likelihood': 'rarely'}, 'phone': '0761324754', 'birth_date': '1972-08-27', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'system'}}"
104,tanakatsubasa@example.com,pbkdf2:sha256:600000$kX0AyhzmVCblMCJZ$278db280f2d1a300f91423a567ba59eea2fe9939c192b809e23b7a80b18cfc18,桂芝,遠藤,"48628 Glenn Wells, Port Brian, AZ 60328",1347.08,False,2024-09-13 16:33:11.504827,2024-09-17 16:33:11.504827,"{'user_type': 'power_user', 'behavior': {'shopping_frequency': 'occasional', 'favorite_categories': [14], 'price_sensitivity': 'low', 'review_likelihood': 'sometimes'}, 'phone': '(934)457-8610x357', 'birth_date': '1984-03-25', 'preferences': {'newsletter': False, 'notifications': True, 'theme': 'dark'}}"
105,yuki24@example.net,pbkdf2:sha256:600000$bWX4rNcwFXc93I5s$b13f74b1a65ecc3808240e52d68e053f4434984cf85dce8307c35ec5b58e1dbe,俊,Leroy,"Nadine-Hartung-Allee 34, 80072 Sankt Goarshausen",26.2,False,2023-09-22 16:33:11.504827,2023-09-27 16:33:11.504827,"{'user_type': 'lapsed_user', 'behavior': {'shopping_frequency': 'frequent', 'favorite_categories': [5, 1, 7], 'price_sensitivity': 'medium', 'review_likelihood': 'never'}, 'phone': '649.544.6657', 'birth_date': '1964-11-08', 'preferences': {'newsletter': True, 'notifications': False, 'theme': 'dark'}}"
106,gxue@example.org,pbkdf2:sha256:600000$SZOFr4LMqZFld8FS$35a9bc5187bfdd2e462481f5853b6fb9f2d9f471cd9b93ba7b978ee50a28c9cc,真綾,Guilbert,广东省潮州市怀柔赖路m座 683096,447.91,False,2025-02-19 16:33:11.504827,2025-03-21 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'regular', 'favorite_categories': [1, 10, 2], 'price_sensitivity': 'medium', 'review_likelihood': 'sometimes'}, 'phone': '13807446660', 'birth_date': '1992-06-24', 'preferences': {'newsletter': False, 'notifications': False, 'theme': 'dark'}}"
107,minoruishikawa@example.org,pbkdf2:sha256:600000$ePYk82u0n15rNcGE$af3c25cdbfdf8cde93cf7c746801ca50a4f44dc5db069bee9b9e0eabde7f6e4b,淑华,黄,"224, rue Nicole Poirier, 92927 Ledoux-les-Bains",176.25,False,2025-02-05 16:33:11.504827,2025-03-02 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'occasional', 'favorite_categories': [9, 12], 'price_sensitivity': 'high', 'review_likelihood': 'rarely'}, 'phone': '18151353465', 'birth_date': '1962-01-10', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'system'}}"
108,rei17@example.org,pbkdf2:sha256:600000$btLfeVjR9w6996k6$6cab04118e567eb859ad775b102c5c09aa03e189fe9ae7711cd7ccbc01b3cf26,斌,Gude,大分県大田区三筋20丁目14番2号,188.99,False,2024-04-02 16:33:11.504827,2024-05-02 16:33:11.504827,"{'user_type': 'occasional', 'behavior': {'shopping_frequency': 'occasional', 'favorite_categories': [16, 2, 13], 'price_sensitivity': 'medium', 'review_likelihood': 'always'}, 'phone': '+44(0)1154960356', 'birth_date': '2005-01-19', 'preferences': {'newsletter': False, 'notifications': True, 'theme': 'light'}}"
109,maiktschentscher@example.org,pbkdf2:sha256:600000$VNxvmhiFggao5UrW$fabc4037dfd72f6d715da85b873e02718fba23fdaed07b7dbfe6a19126418792,Tony,皮,"chemin Marc Samson, 97431 Salmon-sur-Leroux",895.31,True,2024-03-28 16:33:11.504827,2024-04-25 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'regular', 'favorite_categories': [16], 'price_sensitivity': 'medium', 'review_likelihood': 'rarely'}, 'phone': '+49(0)2966 667600', 'birth_date': '1957-11-12', 'preferences': {'newsletter': False, 'notifications': True, 'theme': 'dark'}}"
110,chao58@example.org,pbkdf2:sha256:600000$qMU1Ht1ne5b1t9re$c7ae076a943d2bca6f1619c7eab094df6efc6f4df8498d6f522c9c4f757bc950,Erica,卢,"Flat 16, Thompson view, West Gregorymouth, NE9V 6FP",747.63,False,2025-01-03 16:33:11.504827,2025-01-12 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'frequent', 'favorite_categories': [19, 5, 14], 'price_sensitivity': 'high', 'review_likelihood': 'sometimes'}, 'phone': '03260332309', 'birth_date': '1955-10-18', 'preferences': {'newsletter': False, 'notifications': True, 'theme': 'light'}}"
111,jennifer06@example.net,pbkdf2:sha256:600000$sNQGQdLmi5yGWiyw$ed114471a43d37c38ed50146afe4de8cc04e8518f60c886c91aa14d2b55eeee7,Pénélope,清水,熊本県南房総市土沢4丁目23番4号,2482.69,False,2024-05-14 16:33:11.504827,2024-05-30 16:33:11.504827,"{'user_type': 'power_user', 'behavior': {'shopping_frequency': 'regular', 'favorite_categories': [6, 11], 'price_sensitivity': 'medium', 'review_likelihood': 'sometimes'}, 'phone': '06184 723046', 'birth_date': '1951-03-02', 'preferences': {'newsletter': True, 'notifications': False, 'theme': 'light'}}"
112,xiuying92@example.com,pbkdf2:sha256:600000$WRmRBDHGf7V3UMBD$545abb71401110ec4853f8e5792d562b574ec86893cb33b266248b5ae4d88d3f,William,鈴木,"93483 Warner Hill Apt. 087, Lake Sarah, MA 31238",96.17,False,2023-08-24 16:33:11.504827,2023-09-02 16:33:11.504827,"{'user_type': 'occasional', 'behavior': {'shopping_frequency': 'frequent', 'favorite_categories': [1, 15], 'price_sensitivity': 'low', 'review_likelihood': 'sometimes'}, 'phone': '3116972181', 'birth_date': '1960-01-10', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'dark'}}"
113,jose70@example.org,pbkdf2:sha256:600000$1lD2qoz85axJTzg5$727794676f8196ee5ea19dd39ec19c869efd1a85ba95eaf0f1abe97a7d568e80,Simon,Alves,宁夏回族自治区西安市永川北镇路N座 715521,93.05,False,2025-04-01 16:33:23.136642,2025-04-02 16:33:23.136642,"{'user_type': 'new_user', 'behavior': {'shopping_frequency': 'frequent', 'favorite_categories': [2, 7], 'price_sensitivity': 'low', 'review_likelihood': 'rarely'}, 'phone': '04676 212021', 'birth_date': '2006-04-21', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'dark'}}"
114,rogawa@example.com,pbkdf2:sha256:600000$Z2rxRr1ejwkS3bW7$0c1c52a2dbed8e0a50fecf33dabb35a58c52310ffab779fe0f81eb3316fa696c,Kathryn,Zänker,"87, avenue Besnard, 06164 Bègue",32.5,False,2023-05-26 16:33:11.504827,2023-05-30 16:33:11.504827,"{'user_type': 'lapsed_user', 'behavior': {'shopping_frequency': 'regular', 'favorite_categories': [10], 'price_sensitivity': 'low', 'review_likelihood': 'rarely'}, 'phone': '+33 (0)3 68 58 89 16', 'birth_date': '1993-09-29', 'preferences': {'newsletter': True, 'notifications': False, 'theme': 'dark'}}"
115,rward@example.net,pbkdf2:sha256:600000$rkhnQ893QQeHW0zr$44337c4609c399b99d2dd861947b371690fdd3375c8952642127498f336e371b,Georg,坂本,北海道多摩市氏家33丁目16番16号,1470.45,True,2025-01-01 16:33:11.504827,2025-01-17 16:33:11.504827,"{'user_type': 'power_user', 'behavior': {'shopping_frequency': 'frequent', 'favorite_categories': [15, 14, 0], 'price_sensitivity': 'low', 'review_likelihood': 'always'}, 'phone': '+44114 4960753', 'birth_date': '1963-03-23', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'light'}}"
116,andreagray@example.org,pbkdf2:sha256:600000$nDKocwlf9AbgLfv6$62c4851053f4c8e17a42c608149755bdd1969f9d5f619ca532972e5374d1c3d6,Stephen,山田,"Aleksandra-Weiß-Allee 166, 88019 Ochsenfurt",549.85,False,2025-01-25 16:33:11.504827,2025-02-10 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'frequent', 'favorite_categories': [19, 14], 'price_sensitivity': 'high', 'review_likelihood': 'rarely'}, 'phone': '080-7550-3758', 'birth_date': '1985-02-13', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'dark'}}"
117,irena71@example.org,pbkdf2:sha256:600000$7ihW5wLdZ49Lx9ob$97a2bc12e26034bf4e25bc7f002c25e5c74b5582b8577a60840bd69ee1e17693,建平,Peterson,澳门特别行政区宁市山亭永安街N座 431637,177.05,False,2023-06-27 16:33:11.504827,2023-07-27 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'occasional', 'favorite_categories': [18], 'price_sensitivity': 'medium', 'review_likelihood': 'rarely'}, 'phone': '15716091779', 'birth_date': '1953-06-16', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'system'}}"
118,reichmannjelena@example.org,pbkdf2:sha256:600000$PXB0eLZkAtOSDh4x$3e4ced90fc6b249e668c2b0425f33101ca8a34e003ede8b019b16715a7c9a625,亮介,佐々木,宮崎県国分寺市大中9丁目4番13号,573.09,False,2024-04-06 16:33:11.504827,2024-04-13 16:33:11.504827,"{'user_type': 'power_user', 'behavior': {'shopping_frequency': 'regular', 'favorite_categories': [1, 12], 'price_sensitivity': 'low', 'review_likelihood': 'often'}, 'phone': '14595866934', 'birth_date': '1967-08-17', 'preferences': {'newsletter': False, 'notifications': True, 'theme': 'system'}}"
119,ilucas@example.com,pbkdf2:sha256:600000$gnNvDg9QUyrhedro$b7570ec87457c4fb58330b8fc44fcd430a8ceaf9c00f85770652b69280a9bd6a,美加子,林,浙江省杭州县六枝特东莞路W座 987996,128.79,False,2024-08-06 16:33:11.504827,2024-08-28 16:33:11.504827,"{'user_type': 'occasional', 'behavior': {'shopping_frequency': 'regular', 'favorite_categories': [11], 'price_sensitivity': 'medium', 'review_likelihood': 'rarely'}, 'phone': '01 43 81 06 20', 'birth_date': '1948-02-23', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'light'}}"
120,shaun44@example.org,pbkdf2:sha256:600000$z6nhm0f016BdRv4k$8e45fe018110c0e9329de32fb5f7720ea4f0cc3f9a6aedbc62581c27b11864bf,Hannah,Martins,愛知県横浜市南区浅草7丁目20番18号,897.21,False,2024-03-01 16:33:11.504827,2024-03-17 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'occasional', 'favorite_categories': [1, 9], 'price_sensitivity': 'high', 'review_likelihood': 'rarely'}, 'phone': '+44(0)1632 960863', 'birth_date': '1997-09-01', 'preferences': {'newsletter': True, 'notifications': False, 'theme': 'dark'}}"
121,yan06@example.com,pbkdf2:sha256:600000$wV7wuT3nBzpPgIEC$a7998f70a040b6425782477f7f2af2451e578dd6e461be5783383187cc322461,Valeska,陈,北海道三宅島三宅村花島13丁目20番15号,879.22,False,2023-08-24 16:33:11.504827,2023-09-18 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'occasional', 'favorite_categories': [9], 'price_sensitivity': 'medium', 'review_likelihood': 'rarely'}, 'phone': '+4428 9018 0598', 'birth_date': '1985-05-10', 'preferences': {'newsletter': True, 'notifications': False, 'theme': 'system'}}"
122,billypatterson@example.net,pbkdf2:sha256:600000$zhuE7LkIGZ5xpv1l$b36e83f1fc3460ab3650f68411d808a91b159d316ffac02a0317f02a9945c8b2,Jacob,Newman,"8422 Smith Mountain Apt. 025, Port Sarahport, NM 75562",817.56,False,2023-07-12 16:33:11.504827,2023-08-04 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'rare', 'favorite_categories': [5, 15], 'price_sensitivity': 'medium', 'review_likelihood': 'sometimes'}, 'phone': '090-1583-2818', 'birth_date': '1972-08-07', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'light'}}"
123,osuzuki@example.org,pbkdf2:sha256:600000$G2UxA74KFNm0EZoY$fee6fa068cda082418010e44c875f3035d34586afdb213a20d43e8563882e780,玉英,Alves,"178, chemin Cohen, 30757 Loiseau-sur-Berger",3211.8,False,2025-03-25 16:33:11.504827,2025-04-08 16:33:11.504827,"{'user_type': 'power_user', 'behavior': {'shopping_frequency': 'regular', 'favorite_categories': [10], 'price_sensitivity': 'medium', 'review_likelihood': 'sometimes'}, 'phone': '+1-956-216-4840x85887', 'birth_date': '2005-06-03', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'dark'}}"
124,minwei@example.org,pbkdf2:sha256:600000$tQrS82Ka5qbFibKz$07f49a85de967bb09f0b2e26c4be0b05cd5e1b9984666c9e66f3724d03d608a7,Gary,松本,浙江省嘉禾市安次长沙街T座 501102,3557.35,False,2023-09-12 16:33:11.504827,2023-10-09 16:33:11.504827,"{'user_type': 'power_user', 'behavior': {'shopping_frequency': 'regular', 'favorite_categories': [1, 2, 12], 'price_sensitivity': 'medium', 'review_likelihood': 'rarely'}, 'phone': '070-9346-6766', 'birth_date': '1945-06-11', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'light'}}"
125,reisingadrian@example.net,pbkdf2:sha256:600000$b88vTIvkylv06CSR$1208cc65e2614513156808404a5c1d2ba9a003993c460c8552fecb28a140820a,鑫,宋,海南省辛集县滨城吴街k座 526842,238.09,False,2024-05-02 16:33:11.504827,2024-05-13 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'regular', 'favorite_categories': [11, 19, 12], 'price_sensitivity': 'low', 'review_likelihood': 'always'}, 'phone': '18150882100', 'birth_date': '1984-11-23', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'light'}}"
126,jaekelhasso@example.net,pbkdf2:sha256:600000$BlmOn7uxnkhqyx7z$96abf5e7294542cc6dabdc74f400ef92fc255388a007c326ac7476719cc0fc3e,红梅,Ali,黑龙江省广州县南长沈阳路s座 641397,2829.85,False,2023-08-17 16:33:11.504827,2023-08-25 16:33:11.504827,"{'user_type': 'power_user', 'behavior': {'shopping_frequency': 'regular', 'favorite_categories': [8, 7, 3], 'price_sensitivity': 'high', 'review_likelihood': 'often'}, 'phone': '+33 3 75 14 91 35', 'birth_date': '1974-12-17', 'preferences': {'newsletter': False, 'notifications': True, 'theme': 'light'}}"
127,marine92@example.net,pbkdf2:sha256:600000$VdF2ywoap3nJQbDj$5128d8461578d7664f6a77baaffade63c5c9af698875f6bb4e24fa54ace34864,裕太,Gilbert,"Flat 36, Gray dale, Catherinemouth, HU47 2ZD",8.63,False,2023-08-10 16:33:11.504827,2023-08-12 16:33:11.504827,"{'user_type': 'lapsed_user', 'behavior': {'shopping_frequency': 'regular', 'favorite_categories': [6, 3], 'price_sensitivity': 'high', 'review_likelihood': 'always'}, 'phone': '+33 3 54 41 10 80', 'birth_date': '1983-09-09', 'preferences': {'newsletter': False, 'notifications': False, 'theme': 'dark'}}"
128,semrabeier@example.net,pbkdf2:sha256:600000$jU42iOFlfSWXXg8S$d8dfa452ab80e8aa1b35fc6c3c3d8f35fdeaccc5b0bf8af280a40651ffb317fd,Émilie,山田,"Flat 94, Gillian parkway, South Juliehaven, L9 8FT",4672.96,False,2024-04-23 16:33:11.504827,2024-05-09 16:33:11.504827,"{'user_type': 'power_user', 'behavior': {'shopping_frequency': 'occasional', 'favorite_categories': [17, 9, 18], 'price_sensitivity': 'low', 'review_likelihood': 'rarely'}, 'phone': '+44(0)116 496 0992', 'birth_date': '1994-02-09', 'preferences': {'newsletter': True, 'notifications': False, 'theme': 'light'}}"
129,arthur37@example.org,pbkdf2:sha256:600000$twFpmzMT4hLT48Cw$b785e8bc93696beb8742da771d66b61f578c61cb53931641f67eba7ec81fbbdb,Joseph,Thomas,"Studio 7, Simon run, Timothyhaven, WA4Y 9XY",596.48,False,2023-07-16 16:33:11.504827,2023-07-18 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'regular', 'favorite_categories': [17, 18], 'price_sensitivity': 'medium', 'review_likelihood': 'rarely'}, 'phone': '0141 496 0659', 'birth_date': '2005-06-02', 'preferences': {'newsletter': True, 'notifications': False, 'theme': 'system'}}"
130,nicholas38@example.com,pbkdf2:sha256:600000$hFa7SrwuivwGXCjJ$6487354bbecf14f53e56e317b459c764f5bd72e8fab936cbec0cf6e6843ad8cb,Thérèse,Coulon,"Gehringerplatz 843, 22591 Lübben",166.75,False,2024-09-29 16:33:11.504827,2024-10-10 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'regular', 'favorite_categories': [18, 2], 'price_sensitivity': 'high', 'review_likelihood': 'sometimes'}, 'phone': '+33 (0)6 98 77 39 26', 'birth_date': '1960-11-16', 'preferences': {'newsletter': True, 'notifications': False, 'theme': 'system'}}"
131,ashleymartin@example.net,pbkdf2:sha256:600000$WDqWYtZJeTCGR4Im$ddc4b5a6dc26bd46e1c8715d049c1c8fe63065f2334e2fab818aced90645887c,治,高橋,"699 Irene view, Grahamborough, PL77 3SZ",4241.26,False,2024-02-24 16:33:11.504827,2024-02-29 16:33:11.504827,"{'user_type': 'power_user', 'behavior': {'shopping_frequency': 'frequent', 'favorite_categories': [13], 'price_sensitivity': 'medium', 'review_likelihood': 'rarely'}, 'phone': '+44(0)3069990929', 'birth_date': '1979-01-21', 'preferences': {'newsletter': True, 'notifications': False, 'theme': 'light'}}"
132,moniquetorres@example.com,pbkdf2:sha256:600000$X2Mlo16oBqE5WS13$0235baf6174c6c44d96dc45011be42bf093810605b20d0c23e19a87091125826,Dina,鈴木,"Alexej-Gutknecht-Weg 2/9, 27990 Bremervörde",347.01,False,2025-01-07 16:33:11.504827,2025-01-24 16:33:11.504827,"{'user_type': 'regular', 'behavior': {'shopping_frequency': 'rare', 'favorite_categories': [2, 8], 'price_sensitivity': 'high', 'review_likelihood': 'never'}, 'phone': '(02980) 68650', 'birth_date': '1980-05-07', 'preferences': {'newsletter': True, 'notifications': True, 'theme': 'system'}}"
